"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072224","GO:0072224","metanephric glomerulus development","11/2655","17/18860",0.647058823529412,4.59643292345187,6.00466076242634,2.29570385931519e-06,8.52022306588955e-05,6.22075694371006e-05,"CD34/PDGFB/WT1/LGR4/TCF21/LHX1/AGTR2/PDGFRB/OSR1/AQP1/EGR1",11
"GO:0003007","GO:0003007","heart morphogenesis","68/2655","278/18860",0.244604316546763,1.73756587949979,5.0146896789682,2.4350772441846e-06,8.90029984399128e-05,6.49825733756535e-05,"TEK/S1PR1/SLIT2/FOXF1/HEG1/SOX4/BMPR2/DLC1/ANKRD1/MEF2C/ACVRL1/NDRG4/TNNI3/ENG/EMP2/DSP/RBP4/STIL/TGFBR2/TBX3/APC/PKP2/PRICKLE1/SMAD7/CLDN5/TNNC1/TMEM100/FHL2/TGFBR3/WNT3A/SIX1/SOX17/RTN4/MICAL2/SMO/HES1/DLL4/FGFRL1/BMP2/SLIT3/ROBO2/OVOL2/EDNRA/EDN1/TBX5/TP53/ADAMTS1/GJA5/VANGL2/HEYL/OLFM1/HEY2/CHD7/WNT2/RNF207/TWIST1/ZFPM1/DCHS1/COL11A1/BMP7/FLRT2/KCNJ8/FZD2/MESP1/WNT11/MSX1/LRP2/BMP5",68
"GO:0022617","GO:0022617","extracellular matrix disassembly","26/2655","72/18860",0.361111111111111,2.56518100020925,5.38589168454614,2.43654628998075e-06,8.90029984399128e-05,6.49825733756535e-05,"MMP11/RECK/ENG/LRP1/TIMP3/FGFR4/CLASP2/ADAMTS4/CTSG/TPSAB1/PRSS1/MMP12/IL6/KLK7/MMP19/MMP7/LCP1/DDR2/ADAM8/MMP1/CTSS/MMP9/TMPRSS6/KLK5/MMP10/HPN",26
"GO:1905820","GO:1905820","positive regulation of chromosome separation","16/2655","33/18860",0.484848484848485,3.44415910517605,5.68804413156734,2.44119227731287e-06,8.90029984399128e-05,6.49825733756535e-05,"UBE2C/CDC20/BIRC5/AURKB/CDCA8/DLGAP5/NCAPH/ESPL1/SKA3/NCAPG/SKA1/NCAPG2/NCAPD2/SMC4/MAPK15/PRAP1",16
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","80/2655","343/18860",0.233236151603499,1.65681123135291,4.96900452860528,2.46733080419312e-06,8.94299200256663e-05,6.52942759447597e-05,"MDK/AGER/HSPD1/CD83/SIRPB1/CAV1/SOX4/IGFBP2/SIRPA/SOX12/CD24/PRKCZ/ACTL6A/STAT5B/SMARCA2/SPN/VTCN1/IL4I1/CYLD/ANK3/ETS1/MMRN1/SELE/SELP/CX3CL1/TGFBR2/JAK2/SMAD7/IL7R/PPP3CA/NR4A3/WNT3A/IGF2/CTSG/ALOX5/HLX/PCK1/ZBTB16/HES1/HLA-E/IL1B/ZP3/IL6ST/SOCS1/IL6/RPS3/MAP3K8/YWHAG/DOCK8/NCKAP1L/PKP3/PTPRC/EGR3/RASGRP1/NFKBIZ/ADAM8/CD4/LEF1/RASAL3/SASH3/ITPKB/EMILIN2/BMP7/CD5/LILRB2/CD44/FSTL3/FGB/ITGA4/CD6/HLA-DRA/CD274/HLA-DRB5/PDCD1LG2/CCL21/FUT3/CCR2/HLA-DQA2/FOXA2/CXCL13",80
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","52/2655","195/18860",0.266666666666667,1.89428750784683,5.08098073256199,2.57579158038274e-06,9.28183500884433e-05,6.77682252390784e-05,"MDK/EZH2/HMGA2/ENG/HNRNPAB/EMP2/FAM83D/TGFBR2/TBX3/DACT3/SMAD7/SCRIB/TMEM100/FOXF2/CLASP2/ZNF703/TGFBR3/GLIPR2/RTN4/COL1A1/IL1B/MAD2L2/BMP2/IL6/PPP3R1/OVOL2/DAB2/EDNRA/EDN1/TBX5/LOXL2/HEYL/QKI/DSG2/OLFM1/HEY2/ADAM8/WNT2/LEF1/TWIST1/IL17RD/EPHA4/BMP7/VASN/WNT11/MSX1/SFRP1/NCAM1/HPN/BMP5/GREM1/FOXA2",52
"GO:0072163","GO:0072163","mesonephric epithelium development","32/2655","99/18860",0.323232323232323,2.29610607011737,5.23356021619386,2.92782459898657e-06,0.000104160476913005,7.60493011750835e-05,"SLIT2/PAX8/SIX4/CAT/HOXB7/WT1/SMAD7/LGR4/TCF21/SIX1/SMO/NPNT/HES1/WNT6/BMP2/ROBO2/LHX1/EPCAM/AGTR2/LAMA5/FGF1/SIX2/DCHS1/OSR1/BMP7/WNT11/FGF2/SFRP1/BASP1/FOXJ1/GPC3/GREM1",32
"GO:0072164","GO:0072164","mesonephric tubule development","32/2655","99/18860",0.323232323232323,2.29610607011737,5.23356021619386,2.92782459898657e-06,0.000104160476913005,7.60493011750835e-05,"SLIT2/PAX8/SIX4/CAT/HOXB7/WT1/SMAD7/LGR4/TCF21/SIX1/SMO/NPNT/HES1/WNT6/BMP2/ROBO2/LHX1/EPCAM/AGTR2/LAMA5/FGF1/SIX2/DCHS1/OSR1/BMP7/WNT11/FGF2/SFRP1/BASP1/FOXJ1/GPC3/GREM1",32
"GO:0032535","GO:0032535","regulation of cellular component size","83/2655","361/18860",0.229916897506925,1.63323265046351,4.91710915950514,2.94096215872473e-06,0.000104160476913005,7.60493011750835e-05,"CRABP2/KANK3/PRKCE/SPTBN1/SEMA3G/SLIT2/MACF1/PTK2B/TWF1/ADD1/IQGAP3/SHANK3/BMPR2/SLC12A6/ESAM/TRPV2/MYADM/PAFAH1B1/SPTAN1/EVL/SSH2/ULK2/SLC12A4/LMOD1/DAAM2/CDC42EP2/SEMA5A/TMOD2/PLEKHH2/CSF3/CLN8/IL7R/PREX1/MT3/CLASP2/CYFIP2/KANK2/AKT3/WNT3A/RTN4/CLNS1A/CLCN6/PLXNA3/RUFY3/HCK/CDC42EP5/P2RX7/ANO6/LPAR3/RARG/KCNN4/NCKAP1L/KCNMA1/PLEKHG2/SPP1/MSN/ARHGAP18/ALOX15/VIL1/BAIAP2L1/EDN1/DEPTOR/FGF13/TNFRSF12A/F2RL1/OLFM1/GDI1/MAG/AQP4/AQP1/HCLS1/SEMA3A/MAP1B/BAIAP2L2/PLEK/BIN1/CXCL12/MAP2/CCL24/SEMA4D/CCL21/NTRK3/NRCAM",83
"GO:1901654","GO:1901654","response to ketone","59/2655","232/18860",0.254310344827586,1.80651340996169,5.0031041754621,2.99742290787896e-06,0.000105556972630874,7.70689059866725e-05,"PRKCE/SLIT2/CBX3/CAV1/CA9/PCNA/PTGER4/GNAQ/CDK4/KLF9/TFAP4/JAK2/LRRK2/TGFBR3/CALM3/ASS1/CAD/HSF1/P2RY6/FOSB/HOXA10/PCK1/GNG2/SLIT3/GNAI1/FBP1/FOS/BTG2/PSPH/SPP1/INHBB/EDN1/PTPRC/FBXO32/LIPA/DUSP1/SGK1/DSG2/CYBB/ITGAM/UCP2/NCF1/CDA/ADCY5/CLDN4/AQP1/PRKCA/THBS1/AKR1C3/FGF2/SFRP1/CCL21/SCNN1B/HCN2/NTRK3/AKR1C2/SCNN1G/PLN/GKN2",59
"GO:0048675","GO:0048675","axon extension","35/2655","113/18860",0.309734513274336,2.20022332216722,5.17967450098394,3.09274200750502e-06,0.000108298389618735,7.90704602454003e-05,"SEMA3G/SLIT2/MACF1/BMPR2/TRPV2/PAFAH1B1/PPP3CB/ULK2/SEMA5A/SEMA5B/EDN2/MT3/SLC9A6/CLASP2/WNT3A/RTN4/PLXNA3/RUFY3/SLIT3/EDNRA/EDN1/TNFRSF12A/NLGN3/OLFM1/GDI1/NDN/MAG/SEMA3A/MAP1B/CXCL12/MAP2/DCLK1/LHX2/NTRK3/NRCAM",35
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","56/2655","217/18860",0.258064516129032,1.83318145920661,4.99664666268711,3.26925401074675e-06,0.000113836159318025,8.31136782507409e-05,"TEK/PTK2B/RAMP3/PECAM1/CASS4/GAB1/FGR/IL33/HBEGF/ENG/ANGPT1/CAT/PDGFB/PINK1/SEMA5A/SELP/CX3CL1/JAK2/CSF3/TMEM100/MAZ/IGF2/RTN4/IL1B/P2RY12/FPR2/CPNE1/PIK3R5/DCN/RASD2/TYRO3/FLT1/TPBG/ADRA2C/KDR/DDR2/FGFR3/CCDC88A/CHI3L1/F2RL1/CX3CR1/ADAM8/PROS1/PDGFRB/PRKCA/THBS1/HCLS1/NTRK2/ADTRP/AKR1C3/FGF2/SEMA4D/CCL21/NTRK3/AKR1C2/NTS",56
"GO:0051225","GO:0051225","spindle assembly","40/2655","137/18860",0.291970802919708,2.07403741735054,5.10691996617436,3.32345135927775e-06,0.000115076824160913,8.40195083418703e-05,"TPX2/CDC20/PLK1/CCNB2/BIRC5/MYBL2/AURKB/CDCA8/NEK2/KIF11/AURKA/DCAF13/KIF23/NDC80/PRC1/RCC1/RACGAP1/KIF4A/SPAG5/KIFC1/CCDC69/SKA3/SKA1/MAPRE2/MAPRE3/CHEK2/STIL/UHRF1/DYNC1H1/PRICKLE1/ARHGEF10/CLASP2/TUBB/SASS6/FBXO5/SAC3D1/RPS3/HAUS8/MAPK15/CHMP4C",40
"GO:0007389","GO:0007389","pattern specification process","105/2655","486/18860",0.216049382716049,1.53472367533887,4.83406813257027,3.34365186721043e-06,0.000115133079294279,8.40605811528516e-05,"FOXF1/AURKA/HHIP/BMPR2/PAX8/CHRDL1/MEF2C/HOXC4/HOXD4/ZEB2/ACVRL1/ETS2/NDRG4/ENG/DAAM2/WDR77/STIL/HOXD3/HOXB7/WT1/PLXNA2/HOXB8/HOXD8/TGFBR2/TBX3/APC/BARX1/PRICKLE1/ARL6/TAF10/VAX2/COBL/HOXB2/WNT3A/SIX1/SOX17/MICAL2/HOXA10/SMO/HOXD9/ZBTB16/HES1/TIGD5/DLL4/WNT6/BMP2/ROBO2/LHX1/HES4/DISP1/OVOL2/HOXC10/RARG/LAMA5/EGR2/BTG2/FGF1/EDN1/TBX5/TP53/VANGL2/HEYL/HOXB3/FST/ITGAM/HEY2/MEIS1/C1QA/SOSTDC1/WNT2/LEF1/HES6/RNF207/SIX2/EMX2/ZEB1/HOXB4/DCHS1/MFNG/LRP4/OSR1/BMP7/MDFI/HOXA5/MESP1/WNT11/FGF2/MSX1/OSR2/SFRP1/BHLHE41/MEOX2/BASP1/FOXJ1/GPC3/CHRD/IRX2/LRP2/HOXB6/MEOX1/BMP5/GREM1/LHX2/FOXA2/MEIS3",105
"GO:0043542","GO:0043542","endothelial cell migration","72/2655","302/18860",0.23841059602649,1.69356830171736,4.91806424712372,3.37813588433353e-06,0.000115677824370714,8.44583086173297e-05,"TEK/STARD13/SASH1/ROBO4/SLIT2/CDH5/CCBE1/CLEC14A/HSPA12B/CDH13/PTK2B/PECAM1/MEF2C/TNFSF12/ZEB2/KLF4/ACVRL1/HSPB1/GAB1/APOA1/ANGPT1/EMP2/RHOJ/ETS1/MMRN2/PDGFB/PTPRM/MMRN1/SEMA5A/EDN2/MIR492/TGFBR3/FLT4/AKT3/VSTM4/GATA2/S100P/LCN2/LPXN/S100A12/DLL4/VASH1/FGF18/GLUL/DCN/S100A2/NR4A1/AGTR2/JUP/FGF1/EDN1/ATOH8/KDR/LOXL2/EGR3/PPARG/PRKX/DNAJA4/ZNF580/ANXA3/PRKCA/THBS1/ADTRP/FGF2/SCG2/CEACAM1/MEOX2/SRPX2/GREM1/FGFBP1/CXCL13/APOH",72
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","50/2655","187/18860",0.267379679144385,1.89935244770738,5.00277246596608,3.6645007389764e-06,0.000124794371319647,9.11144515723512e-05,"CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/CDK1/NUF2/MAD2L1/TRIP13/CDT1/BUB1/TTK/NDC80/SPC25/CENPF/CDC45/BUB1B/SPC24/TIMELESS/CDC6/SKA3/RAD51/KNTC1/SKA1/CHEK1/E2F1/CHEK2/DONSON/APC/ORC1/FANCD2/FOXN3/FOXO4/CDK2/XRCC3/ZWILCH/MAD2L2/DGKZ/DTL/FBXO31/RAD9A/WDR76/PRAP1/TP53/DUSP1/CDKN1A/CHMP4C/BRSK1",50
"GO:0008037","GO:0008037","cell recognition","47/2655","172/18860",0.273255813953488,1.94109403056979,5.01860372571298,3.72997052861597e-06,0.000126329821510174,9.2235509361634e-05,"FCN3/ROBO4/IGSF9/ST6GALNAC6/PEAR1/PECAM1/PAEP/CFP/AMIGO1/PCDH12/CCT3/CNTN6/SEMA5A/EPHB2/FCN1/COLEC12/RTN4/TUB/PRF1/CD36/NTM/NEDD9/ZP3/VDAC2/CLGN/ROBO2/EPHB3/CADM1/DOCK2/NEXN/DOCK8/MYO18A/NCAM2/MSN/NDN/CNR1/EPHA4/CD5/LY6K/SFTPA1/COLEC11/CD6/CRTAC1/CCL21/FUT3/NRCAM/C4BPB",47
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","72/2655","303/18860",0.237623762376238,1.68797896738826,4.8866323644679,3.83078098145173e-06,0.000129039024581727,9.42135437028661e-05,"TEK/AGER/PTK2B/RAPGEF2/RAMP3/SIRPA/PRKCZ/FLCN/HMGCR/KLF4/ADORA2A/NDRG4/DUSP3/DUSP7/ANGPT1/PDGFB/FAM83D/PTPN1/CX3CL1/EPHB2/FGFR4/FBXW7/MARCO/MT3/FLT4/ARRB1/P2RY6/GLIPR2/TLR4/PHB2/NPNT/CD36/IL1B/FPR2/BMP2/ATF3/FGF18/NDRG2/MAP2K1/DAB2/C5AR1/TPBG/FGF1/ALOX15/KDR/PTPRC/DDR2/FGFR3/SCIMP/DUSP1/CHI3L1/DUSP4/F2RL1/RASGRP1/C1QL4/SPRY4/SEMA6A/CD4/FBLN1/ICAM1/EPHA4/PDGFRB/PRKCA/CCR1/TNFAIP8L3/ROS1/LMO3/CD44/FGF2/FGB/CEACAM1/CCL21",72
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","39/2655","133/18860",0.293233082706767,2.08300412047067,5.07328078637913,3.90615432993236e-06,0.000130866727226599,9.55479798826698e-05,"MDK/TEK/PRKCE/PPM1F/FOXF1/CDH13/PTK2B/CASS4/MYADM/APOA1/EMP2/PDGFB/UTRN/CX3CL1/JAK2/PREX1/ABI3BP/LIMS2/NPNT/CD36/NEDD9/DAB2/JUP/NDNF/ALOX15/EPHA1/KDR/FERMT1/ECM2/RAC3/FBLN1/LEF1/SPOCK2/CCL28/EDIL3/FGB/SFRP1/CCL21/AGR2",39
"GO:0060840","GO:0060840","artery development","36/2655","119/18860",0.302521008403361,2.14898162654892,5.08929071281934,4.13286046134571e-06,0.000137717576018391,0.000100549898830363,"MDK/PDE2A/FOXF1/SOX4/BMPR2/NDST1/LUZP1/ACVRL1/LDLR/ENG/STRA6/LRP1/TGFBR2/MYH10/PRICKLE1/SMAD7/FKBP10/AKT3/SIX1/RTN4/MYLK/HES1/DLL4/ROBO2/EDNRA/EGR2/EDN1/GJA5/LOXL1/HEY2/CHD7/PDGFRB/WNT11/COMP/LRP2/HPGD",36
"GO:0031214","GO:0031214","biomineral tissue development","49/2655","183/18860",0.26775956284153,1.90205098123965,4.96329563074127,4.37034652374752e-06,0.000144852447883353,0.00010575918776015,"CLEC3B/RSPO2/S1PR1/ADRB2/HERC1/PTK2B/BMPR2/MEF2C/PTH1R/FGR/TFAP2A/PRICKLE1/LGR4/SLC8A1/ALOX5/COL1A1/WDR72/FBXO5/WNT6/FAM83H/BMP2/GPM6B/ROGDI/P2RX7/ANO6/SLC24A3/ISG15/SPP1/ALOX15/DDR2/FGFR3/MGP/CEBPB/TMEM119/HEY2/SNX10/TWIST1/BMP6/SGMS2/OSR1/BMP7/CCR1/WNT11/OSR2/GPC3/COMP/GREM1/PHOSPHO1/NOTUM",49
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","46/2655","168/18860",0.273809523809524,1.94502735180701,4.98010166208614,4.43760039365334e-06,0.000146299187446082,0.000106815476440737,"TPX2/PLK1/AURKB/TPPP/CDH5/DIXDC1/RCC1/SPAG5/TACC3/SKA3/CYLD/PAFAH1B1/SKA1/MAPRE2/WDR47/MID1IP1/MAPRE3/CKAP2/STIL/DCTN1/DYNC1H1/APC/MAP1A/SNCA/KIF18A/CLASP2/WNT3A/FKBP4/RAE1/SASS6/TUBB4A/RPS3/HAUS8/GNAI1/PDE4DIP/BORA/MAPK15/FGF13/FAM107A/STMN3/CHMP4C/MAP1B/MAP6/CLIP3/MAP2/MAP6D1",46
"GO:0072576","GO:0072576","liver morphogenesis","13/2655","24/18860",0.541666666666667,3.84777150031387,5.65045596401804,4.50387722643525e-06,0.000147698576981194,0.000107837194076553,"MDK/FBXW7/WNT3A/RTN4/LIMS2/IL6/RPS6KA1/LIPA/CEBPB/TNFAIP3/FGL1/CEACAM1/HPN",13
"GO:0001667","GO:0001667","ameboidal-type cell migration","63/2655","256/18860",0.24609375,1.74814618644068,4.87832083122292,4.54893967534143e-06,0.000148391200567191,0.000108342890106885,"SASH1/PRKCE/SEMA3G/PPM1F/MACF1/IQSEC1/BMPR2/TNS1/AMOTL1/CYGB/ZEB2/ENPP2/SGPL1/SEMA6B/PAFAH1B1/HBEGF/EVL/RCC2/MAPRE2/DAAM2/SEMA5A/SEMA5B/TGFBR2/EDNRB/NRTN/CLASP2/KANK2/GLIPR2/SOX17/RTN4/SMO/ITGB4/SEMA4B/MARVELD3/PTPRG/OVOL2/EDNRA/LAMA5/TPBG/VIL1/EDN1/RADIL/DDR2/FERMT1/EPPK1/SEMA6A/PLCG2/TIMP1/MCC/TWIST1/CTSH/BMP7/AQP1/THBS1/SEMA3A/MMP9/MESP1/KRT16/FGF7/FGF2/ITGA4/SEMA4D/GPC3",63
"GO:0042116","GO:0042116","macrophage activation","35/2655","115/18860",0.304347826086957,2.16195856873823,5.05899110758419,4.8113166684382e-06,0.000156128485397801,0.000113992010788734,"AGER/PRKCE/HSPD1/DYSF/CD93/PJA2/LDLR/IL33/CX3CL1/JAK2/SNCA/EDN2/LRRK2/TLR4/IL1RL1/FPR2/IL6/C5AR1/NR4A1/MYO18A/HSPA12A/PTPRC/SYT11/VSIG4/ITGAM/CX3CR1/SLC11A1/C1QA/PLCG2/TYROBP/THBS1/KCNJ8/CST7/PLA2G4A/FCGR3A",35
"GO:0061041","GO:0061041","regulation of wound healing","40/2655","139/18860",0.287769784172662,2.04419515235269,5.00140042241196,4.92369069260484e-06,0.000158612498240926,0.000115805629988917,"PRKCE/CAV1/THBD/CLDN3/DUOX1/WFDC1/HBEGF/ANGPT1/PDGFB/MMRN1/EPHB2/CLASP2/SH2B3/ALOX5/MYLK/CD36/CPB2/ANO6/UBASH3B/VIL1/EDN1/DDR2/FERMT1/TNFRSF12A/EPPK1/F2RL1/TNFAIP3/PROS1/PLAT/CLDN4/EMILIN2/PLAU/THBS1/PHLDB2/ADTRP/FGF2/FGB/CEACAM1/FOXA2/APOH",40
"GO:0090068","GO:0090068","positive regulation of cell cycle process","67/2655","278/18860",0.241007194244604,1.71201344009538,4.8409593618328,4.9390468151821e-06,0.000158612498240926,0.000115805629988917,"UBE2C/CDC20/CCNB1/BIRC5/PRKCE/AURKB/NUSAP1/CDCA8/CDK1/EZH2/MAD2L1/ECT2/AURKA/RRM2/BUB1/DLGAP5/KIF23/NDC80/RAD51AP1/RACGAP1/CDC25C/PPP1R35/CCNE1/NCAPH/SPAG5/CDC6/RANBP1/POC1A/ESPL1/SKA3/NCAPG/RCC2/SKA1/CHEK1/DBF4/CHEK2/STIL/CDK4/PDGFB/NCAPG2/DDX11/NCAPD2/FAM83D/DYNC1H1/PLK4/SMC4/MTA3/XRCC3/IGF2/SASS6/FBXO5/IL1B/DTL/KAT2B/KIF20B/PKP3/MAPK15/EDN1/PRAP1/DDR2/ADAMTS1/PLCG2/CDC7/LEF1/PDGFRB/MSX1/HSPA2",67
"GO:1990266","GO:1990266","neutrophil migration","33/2655","106/18860",0.311320754716981,2.21149131222684,5.06283013183578,5.1770085851782e-06,0.000165397418613064,0.000120759413497998,"MDK/SLIT2/PECAM1/DAPK2/EMP2/PPIA/CX3CL1/EDN2/PREX1/RTN4/MIR223/MPP1/PIP5K1C/S100A12/IL1B/CD99L2/CXCL3/JAM3/C5AR1/NCKAP1L/EDN1/PPBP/ADAM8/RAC3/PDE4B/CAMK1D/PLA2G1B/PERP/CXCL10/CCL28/RAC2/CCL21/CXCL13",33
"GO:2001251","GO:2001251","negative regulation of chromosome organization","31/2655","97/18860",0.319587628865979,2.27021569883705,5.07667403661343,5.4178052002362e-06,0.000172202854518277,0.000125728175739894,"CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/ESPL1/SKA3/KNTC1/SKA1/APC/XRCC3/PIF1/ZWILCH/TERF2IP/FBXO5/MAD2L2/PRAP1/TP53/DUSP1",31
"GO:0000302","GO:0000302","response to reactive oxygen species","53/2655","205/18860",0.258536585365854,1.83653483992467,4.87450378836125,5.58698020554931e-06,0.000176673996499972,0.000128992631061528,"CDK1/CDKN2A/EZH2/ECT2/SIRPA/SESN1/PCNA/CYGB/KLF4/CAT/PINK1/CBX8/CAMKK2/LRRK2/MT3/ROMO1/NR4A3/HSF1/SLC8A1/MAP2K4/COL1A1/NQO1/LCN2/CD36/SCGB1A1/BAK1/MAPK9/IL6/RPS3/NET1/BTK/HBB/FOS/MB/KLF2/EDN1/DDR2/DHFR/DUSP1/UCP2/HBA2/TNFAIP3/HBA1/ZNF580/BMP7/AQP1/PRKCA/FBLN5/TRPC6/CA3/HYAL1/APOD/GPR37",53
"GO:0035850","GO:0035850","epithelial cell differentiation involved in kidney development","20/2655","50/18860",0.4,2.84143126177024,5.27731711159218,5.81509294965024e-06,0.000182954041126559,0.00013357779636947,"PAX8/MEF2C/CD24/CD34/PDGFB/GPR4/WT1/EDNRB/SMO/LHX1/EDNRA/EDN1/MAGI2/PRKX/SIX2/OSR1/MMP9/BASP1/FOXJ1/GREM1",20
"GO:0110053","GO:0110053","regulation of actin filament organization","66/2655","274/18860",0.240875912408759,1.7110808693142,4.79919487293676,5.90499337796086e-06,0.000184673989894352,0.000134833559646715,"KANK3/PRKCE/SPTBN1/S1PR1/SLIT2/PPM1F/ARHGEF15/CGNL1/PTK2B/TWF1/ADD1/SHANK3/INPP5K/DLC1/ESAM/RHPN2/MYADM/PTGER4/SPTAN1/EVL/APOA1/SSH2/LMOD1/DAAM2/SYNPO/PIK3R1/CDC42EP2/SEMA5A/LIMCH1/TMOD2/CX3CL1/PLEKHH2/CSF3/GMFG/PREX1/WASF3/ARHGEF10/CLASP2/CYFIP2/KANK2/SYNPO2/HCK/CDC42EP5/NCKAP1L/PLEKHG2/ARHGAP18/ALOX15/VIL1/BAIAP2L1/EPHA1/CCDC88A/F2RL1/RAB40B/RGS4/HCLS1/BAIAP2L2/PLEK/PHLDB2/BIN1/CXCL12/CORO2B/CCL24/SFRP1/CCL21/WASF1/CTNNA2",66
"GO:0046651","GO:0046651","lymphocyte proliferation","73/2655","312/18860",0.233974358974359,1.66205514510599,4.77298416646544,5.92935204726946e-06,0.000184673989894352,0.000134833559646715,"AGER/HSPD1/CDKN2A/IGFBP2/MEF2C/CD24/STAT5B/SPN/VTCN1/IL4I1/PPP3CB/PLCL2/EMP2/TCF3/CLCF1/SFTPD/EPHB2/TGFBR2/JAK2/IL7R/PPP3CA/SCRIB/PRNP/HELLS/WNT3A/LRRC32/IGF2/TLR4/TNFSF13/HES1/HLA-E/IL1B/SCGB1A1/ZP3/IL6ST/IL6/RPS3/P2RX7/RASSF5/MNDA/ZNHIT1/BTK/DOCK2/CD37/DOCK8/LST1/NCKAP1L/MSN/PTPRC/TP53/LIPA/VSIG4/RASGRP1/CEBPB/CDKN1A/SLC11A1/NFKBIZ/TNFRSF1B/CD4/LEF1/RASAL3/SASH3/GAL/TYROBP/LILRB2/LAPTM5/CD6/RAC2/FOXJ1/CD274/FCGR3A/PDCD1LG2/CCR2",73
"GO:0072657","GO:0072657","protein localization to membrane","99/2655","458/18860",0.216157205240175,1.5354896010658,4.69589462187236,6.17499562842066e-06,0.000190725333781677,0.000139251746731107,"AGER/PRKCE/SPTBN1/KIF2C/CAV1/MACF1/RILPL2/RAMP2/RAPGEF2/RAMP3/ARHGAP44/PRAM1/SHANK3/INPP5K/CHRDL1/VAMP2/CD24/PRKCZ/MYO5A/MYADM/CACNA2D2/ANK3/EPB41L3/STXBP1/EHD3/EMP2/PID1/SLC1A1/PIK3R1/TTC7B/LYPD1/LRP1/PRKCH/EPHB2/PKP2/GGA2/ARL6/RABEP1/SCRIB/RAB8B/PRNP/EFR3B/LYPLA1/WNT3A/EHD2/TUB/MIR223/WDR72/CD36/PREPL/CAMK2G/ITGAL/PRKCI/NSF/RAB34/DLG4/STAC/TMEM147/MAP2K1/DAB2/AGRN/LRRC4/LAMA5/AMN/JUP/TPBG/EPM2A/TMEM88/PKP3/VIL1/GLRB/KRT18/FGF13/DOK7/ARHGEF16/CCDC88A/MAGI2/ZDHHC12/MRAP2/OLFM1/CAMK2D/NKD2/SORBS1/IQSEC2/DCHS1/CD53/LRP4/TSPAN5/DPP6/CAPN3/CLIP3/TESC/ITGA4/STX1A/GPC3/REEP2/NPTX1/AGR2/CPLX1",99
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","42/2655","150/18860",0.28,1.98900188323917,4.92235497550667,6.1851874943719e-06,0.000190725333781677,0.000139251746731107,"MDK/AGER/SLIT2/PTK2B/SPN/CX3CL1/MAPK1/CD69/RTN4/STK10/NEDD9/P2RY12/FPR2/CD99L2/JAM3/IL34/LRCH1/SPI1/ANO6/C5AR1/DOCK8/MSN/MMP28/SPNS2/DUSP1/CMKLR1/CX3CR1/ADAM8/JAM2/THBS1/CCR1/CXCL10/CXCL12/ADTRP/ITGA4/APOD/CCL21/CCR2/BMP5/GREM1/PADI2/CXCL13",42
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","37/2655","126/18860",0.293650793650794,2.08597136280752,4.95057293159549,6.59467832981363e-06,0.000202345625189034,0.000147735915267685,"MDK/SLIT2/PTK2B/DAPK2/EDN2/MAPK1/MIR223/MPP1/NEDD9/FPR2/JAM3/IL34/IL6/SPI1/ANO6/C5AR1/NCKAP1L/EDN1/MMP28/DUSP1/F2RL1/CMKLR1/CX3CR1/CAMK1D/ZNF580/THBS1/PERP/CCR1/CXCL10/PGF/CXCL12/RAC2/CCL21/CCR2/GREM1/PADI2/CXCL13",37
"GO:0140962","GO:0140962","multicellular organismal-level chemical homeostasis","27/2655","80/18860",0.3375,2.39745762711864,5.06994120739896,6.8962448049691e-06,0.000210556282271914,0.000153730652924875,"WFS1/ATP6V1B1/ABCA3/EPAS1/INPP5K/AKAP11/CYBRD1/SFTPD/PRKACB/NKIRAS1/RCN3/BTBD9/KDR/LIPA/HEPH/SLC11A1/OAS1/BMP6/CTSH/AQP4/AQP1/TMPRSS6/BPIFA1/SCNN1B/SCNN1G/TF/NAPSA",27
