"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","11/2655","32/18860",0.34375,2.4418549905838,3.30416369174179,0.00313699069931591,0.0231003114605399,0.0168659226183083,"CCNB1/CDK1/CDC25C/RCC2/CHEK1/CDK4/MTA3/FBXO5/DTL/CDC7/HSPA2",11
"GO:0042692","GO:0042692","muscle cell differentiation","83/2655","441/18860",0.188208616780045,1.33695461863339,2.89817602657714,0.00313818364791459,0.0231003114605399,0.0168659226183083,"CCNB1/CDK1/EZH2/MEF2A/FOXF1/RAMP2/BMPR2/ANKRD1/MEF2C/TMEM204/CACNA2D2/PPP3CB/TNNT1/CAV2/RBM38/SYNE1/ENG/SIX4/LMOD1/PDGFB/ITGA8/WT1/TMOD2/TBX3/EDNRB/MYH10/LAMA2/PRICKLE1/TARBP2/PPP3CA/BCL9/FHL2/FOXO4/SLC8A1/WNT3A/AKAP13/SIX1/IGF2/MYH11/EHD2/NEBL/SMO/NPNT/HES1/BARX2/MAPK11/SCGB3A1/BMP2/HOMER1/ZNHIT1/DOCK2/EDNRA/CNTNAP1/MAMSTR/OBSL1/PGM5/EDN1/TBX5/SORBS2/QKI/TMEM119/HEY2/YBX1/MEIS1/ZEB1/CD53/PDGFRB/RGS4/CAPN3/KCNJ8/BIN1/CXCL10/MESP1/MSX1/KRT19/BHLHE41/CEACAM5/PI16/COMP/COL14A1/BHLHA15/GREM1/UCHL1",83
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","29/2655","123/18860",0.235772357723577,1.67482736974262,3.03922106766691,0.00314636839480625,0.023133085778184,0.016889851694165,"PTK2B/CASS4/ENPP2/FGR/ANGPT1/PDGFB/EPHB2/JAK2/FGFR4/FLT4/HES1/NEDD9/HCK/IL6/LILRA5/BTK/FLT1/KDR/DDR2/FGFR3/DOK7/EFEMP1/PDGFRB/BANK1/TNFRSF18/FGF7/SFRP1/PTK6/GPRC5A",29
"GO:0032273","GO:0032273","positive regulation of protein polymerization","23/2655","91/18860",0.252747252747253,1.79540986320647,3.0786348147521,0.00320740186336605,0.0235260079871512,0.0171767307513057,"PRKCE/TPPP/PTK2B/EVL/SKA1/LMOD1/PINK1/CDC42EP2/DCTN1/CSF3/HCK/TPPP3/CDC42EP5/RPS3/PDE4DIP/NCKAP1L/ALOX15/BAIAP2L1/MAP1B/BAIAP2L2/BIN1/CCL24/CCL21",23
"GO:0086003","GO:0086003","cardiac muscle cell contraction","23/2655","91/18860",0.252747252747253,1.79540986320647,3.0786348147521,0.00320740186336605,0.0235260079871512,0.0171767307513057,"CAV1/ATP1A2/SCN7A/DSP/PKP2/TNNC1/SCN2B/KCNJ5/SCN1B/JUP/SCN4B/GPD1L/FGF13/GJA5/DSG2/CAMK2D/NEDD4L/PDE4B/RNF207/DSC2/KCNJ8/BIN1/PLN",23
"GO:0046883","GO:0046883","regulation of hormone secretion","55/2655","272/18860",0.202205882352941,1.43638528857871,2.93430529029392,0.0032118315944641,0.0235306527452582,0.0171801219666557,"CRY2/PRKCE/SOX4/NMU/PRKCB/PAX8/SIDT2/HMGA2/PPP3CB/RAPGEF4/RBP4/JAK2/ITPR1/RAB8B/ALOX5/RETN/IL1B/IL6/GNAI1/PFKFB2/DAB2/BAIAP3/INHA/ACSL4/SPP1/GNAO1/ABAT/INHBB/ADRA2C/EDN1/C2CD2L/CDK16/F2RL1/UCP2/REST/RAB11FIP1/GNAZ/CHD7/PPARG/SLC9B2/OXCT1/SLC25A22/ADCY5/BMP6/GAL/PRKCA/NMB/VSNL1/FGB/SCG5/HCAR2/STX1A/GPR27/FOXA2/SNAP25",55
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","56/2655","278/18860",0.201438848920863,1.43093660664689,2.92992587334341,0.00323100964087302,0.0236432086825631,0.0172623009334656,"MDK/RSPO2/CAV1/RECK/SOX4/IGFBP2/ZEB2/RUVBL1/RBMS3/GNAQ/CYLD/CTHRC1/DKK2/DAAM2/SEMA5A/DACT3/APC/PRICKLE1/LGR4/LRRK2/DKK3/ZNF703/WNT3A/FAM53B/SOX17/COL1A1/TLE4/MAD2L2/BMP2/LATS2/CDK14/DAB2/CDH3/BTRC/JUP/TPBG/TMEM88/FERMT1/LIMD1/NKD2/SOSTDC1/MCC/LGR6/LRP4/MESP1/WNT11/FGF2/EGR1/SFRP1/LGR5/GPC3/SCEL/GREM1/SFRP5/NOTUM/RSPO1",56
"GO:0048511","GO:0048511","rhythmic process","60/2655","302/18860",0.198675496688742,1.4113069180978,2.91656040721967,0.00327728896584738,0.0239535813800968,0.0174889092157124,"MDK/ADRB1/CRY2/TOP2A/SLIT2/CDK1/EZH2/CBX3/TEF/NMU/SLC6A4/NR2F6/PCNA/STAT5B/TIMELESS/MYCBP2/SGPL1/ADORA2A/GNAQ/HLF/KLF9/SUV39H2/FBXW7/LGR4/ESR1/ASS1/RETN/ZP3/ATF5/DTL/MAPK9/SLIT3/KAT2B/ROBO2/ROGDI/GDF10/PER1/SLC26A6/MTA1/TYRO3/BTRC/MMP19/BTBD9/MAPK10/TP53/ADAMTS1/EGR3/PPARG/TWIST1/DRD4/CLDN4/CA12/GABRB3/NTRK2/EGR1/USP2/BHLHE41/NTRK3/PLN/PHLPP1",60
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","28/2655","118/18860",0.23728813559322,1.68559481630438,3.02390147919093,0.0033291451592863,0.0241938645587279,0.0176643439713951,"FOXF1/PRAM1/VAMP2/STXBP1/FGR/ACE/NR4A3/CTSG/GATA2/HLA-E/IL6/SPI1/BTK/DNASE1L3/FCGR3B/F2RL1/RASGRP1/LAT2/ITGAM/CX3CR1/NCF1/PLA2G1B/ANXA3/TYROBP/RAC2/FCGR3A/CCR2/SCNN1B",28
"GO:0002357","GO:0002357","defense response to tumor cell","6/2655","12/18860",0.5,3.55178907721281,3.57906706129146,0.00333358508118,0.0241938645587279,0.0176643439713951,"KLF4/RBMS3/PRF1/SPI1/DAPK1/LAPTM5",6
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","6/2655","12/18860",0.5,3.55178907721281,3.57906706129146,0.00333358508118,0.0241938645587279,0.0176643439713951,"BIRC5/AURKB/CDCA8/MAD2L1/NDC80/XRCC3",6
"GO:0097084","GO:0097084","vascular associated smooth muscle cell development","6/2655","12/18860",0.5,3.55178907721281,3.57906706129146,0.00333358508118,0.0241938645587279,0.0176643439713951,"RAMP2/ENG/HES1/EDNRA/HEY2/COMP",6
"GO:0098870","GO:0098870","action potential propagation","6/2655","12/18860",0.5,3.55178907721281,3.57906706129146,0.00333358508118,0.0241938645587279,0.0176643439713951,"ATP1A2/SCN1B/CNTNAP1/NTRK2/NTRK3/NRCAM",6
"GO:2001214","GO:2001214","positive regulation of vasculogenesis","6/2655","12/18860",0.5,3.55178907721281,3.57906706129146,0.00333358508118,0.0241938645587279,0.0176643439713951,"RAMP2/RAPGEF2/CD34/TMEM100/KDR/CEACAM1",6
"GO:0046683","GO:0046683","response to organophosphorus","30/2655","129/18860",0.232558139534884,1.65199491963386,3.00763867124485,0.00335942636315837,0.0243528942676673,0.0177804542138724,"PDE2A/RAPGEF2/THBD/SLC6A4/INPP5K/DUOX1/GPD1/WT1/ASS1/P2RY6/FOSB/COL1A1/IL1B/P2RY12/P2RX7/PER1/SLC26A6/CIB2/FBP1/FOS/MMP19/INHBB/DUSP1/AQP1/KCNJ8/VGF/CDO1/AQP9/NT5E/HCN2",30
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","25/2655","102/18860",0.245098039215686,1.7410730770651,3.03763040486063,0.00340246139560631,0.024607299568224,0.0179661997662735,"PTK2B/KLF13/STAT5B/HMGB3/PIK3R1/HOXB8/FBXW7/PIAS3/TLR4/GATA2/ZBTB16/ZFP36/UBASH3B/INHA/LILRB3/NFKBIA/QKI/MEIS1/ITPKB/ZFPM1/HOXA5/CLDN18/FSTL3/SFRP1/CEACAM1",25
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","25/2655","102/18860",0.245098039215686,1.7410730770651,3.03763040486063,0.00340246139560631,0.024607299568224,0.0179661997662735,"WFS1/CAV1/TRPV2/PPP3CB/HTT/PDGFB/CX3CL1/SNCA/PPP3CA/P2RY6/MYLK/BAK1/P2RX7/LILRA5/PPP3R1/HOMER1/LPAR3/CD4/PLA2G1B/PDGFRB/CCR1/CAPN3/TRPC6/CXCL10/CXCL12",25
"GO:0007219","GO:0007219","Notch signaling pathway","41/2655","191/18860",0.214659685863874,1.52485185513848,2.95093720294743,0.00341273956549017,0.0246528669311283,0.0179994692578116,"ACVRL1/CNTN6/HOXD3/WDR12/TGFBR2/FBXW7/SREBF2/TMEM100/LRRK2/HERC2/RCAN2/ARRB1/SIX1/PSENEN/GATA2/HES1/PRKCI/IL6ST/DLL4/BMP2/ROBO2/OVOL2/DLK1/DTX2/SORBS2/EGFL7/NFKBIA/CNTN1/CDH6/HEYL/HEY2/MFNG/BMP7/TSPAN5/PERP/MESP1/KRT19/PGAM2/DTX1/ENHO/PLN",41
"GO:0043299","GO:0043299","leukocyte degranulation","21/2655","81/18860",0.259259259259259,1.84166841040664,3.0726591117126,0.00342657599990915,0.0247240023835122,0.0180514064378524,"FOXF1/PRAM1/VAMP2/STXBP1/FGR/NR4A3/GATA2/HCK/SPI1/BTK/NCKAP1L/F2RL1/RASGRP1/LAT2/ITGAM/ANXA3/NKG7/RAC2/CEACAM1/FCGR3A/CCR2",21
"GO:0015740","GO:0015740","C4-dicarboxylate transport","10/2655","28/18860",0.357142857142857,2.53699219800915,3.29434843243489,0.00349062144275117,0.0251060312736484,0.0183303321012575,"LRRC8C/SLC25A10/SLC1A1/SLC25A13/LRRC8B/ABAT/UCP2/SLC25A22/SLC1A3/SLC25A18",10
"GO:0072010","GO:0072010","glomerular epithelium development","10/2655","28/18860",0.357142857142857,2.53699219800915,3.29434843243489,0.00349062144275117,0.0251060312736484,0.0183303321012575,"PECAM1/CD24/CD34/WT1/EDNRB/EDNRA/EDN1/MAGI2/BASP1/FOXJ1",10
"GO:0042220","GO:0042220","response to cocaine","15/2655","51/18860",0.294117647058824,2.08928769247812,3.1529124164012,0.00349167456564777,0.0251060312736484,0.0183303321012575,"CCNA2/SLC6A4/MAPRE3/SLC1A1/GRIA1/SNCA/DNMT3A/FOSB/HOMER1/HOMER2/ABAT/DRD4/RGS4/SLC1A3/TGM2",15
"GO:0006469","GO:0006469","negative regulation of protein kinase activity","20/2655","76/18860",0.263157894736842,1.86936267221727,3.07383690576302,0.00351452544440721,0.0252313124912248,0.0184218020074006,"ADARB1/CDKN2A/HEG1/DUSP7/PPIA/RASIP1/TFAP4/PTPN1/APC/TARBP2/LATS2/YWHAG/DEPTOR/PTPRC/DUSP1/CDKN1A/PKIA/CEACAM1/PTK6/GPRC5A",20
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","27/2655","113/18860",0.238938053097345,1.69731513424329,3.00932780865169,0.00351724007622108,0.0252313124912248,0.0184218020074006,"CAV1/SOX4/WDR77/PLK4/TUBB/GATA2/HES1/IL6ST/SPDEF/BMP2/RARG/DLX3/CEBPB/FST/LEF1/BMP7/CLCN2/MAP1B/CCNO/ROS1/HOXA5/WNT11/FGF2/MSX1/FOXJ1/BHLHA15/PTK6",27
"GO:0021675","GO:0021675","nerve development","24/2655","97/18860",0.247422680412371,1.75758634748675,3.02784711628113,0.00356218348723634,0.0254000595744782,0.0185450070669115,"ADARB1/SIX4/TFAP2A/HOXD3/EPHB2/NRTN/HOXB2/SIX1/PLXNA3/HES1/EDNRA/EGR2/RPL24/PHOX2A/EDN1/HOXB3/CHD7/SULF1/EPHA4/GABRB3/SEMA3A/SLC1A3/ITGA4/NPTX1",24
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","24/2655","97/18860",0.247422680412371,1.75758634748675,3.02784711628113,0.00356218348723634,0.0254000595744782,0.0185450070669115,"CDKN2A/SPN/VTCN1/IL4I1/SFTPD/SCRIB/PRNP/LRRC32/HLA-E/SCGB1A1/RASSF5/MNDA/BTK/CD37/LST1/VSIG4/CEBPB/GAL/TYROBP/LILRB2/LAPTM5/FOXJ1/CD274/PDCD1LG2",24
"GO:0045132","GO:0045132","meiotic chromosome segregation","24/2655","97/18860",0.247422680412371,1.75758634748675,3.02784711628113,0.00356218348723634,0.0254000595744782,0.0185450070669115,"PLK1/PTTG1/CCNB2/ZWINT/PTTG3P/NUF2/TRIP13/AURKA/DCAF13/TTK/NDC80/CCNE1/NCAPH/ESPL1/SKA3/SKA1/MND1/FANCD2/SMC4/FBXO5/RNF212/REC8/MAPK15/SYCE2",24
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","24/2655","97/18860",0.247422680412371,1.75758634748675,3.02784711628113,0.00356218348723634,0.0254000595744782,0.0185450070669115,"ECT2/MEF2C/TCF3/HOXD3/DUOXA1/GATA2/CPNE1/BMP2/TCF4/TGIF2/ADRA2C/S100B/HEYL/REST/ZEB1/BMP6/BMP7/MAP1B/TRPC6/CXCL12/FGF2/PCP4/SOCS2/NRCAM",24
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","24/2655","97/18860",0.247422680412371,1.75758634748675,3.02784711628113,0.00356218348723634,0.0254000595744782,0.0185450070669115,"AURKB/CDKN2A/GIMAP8/RAPGEF2/MEF2C/SLC46A2/PRELID1/IL7R/NR4A3/IRF7/P2RX7/BTK/TSC22D3/DOCK8/TP53/ADAM8/HSH2D/ITPKB/PERP/HCLS1/CXCL12/HCAR2/CD274/CCL21",24
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","16/2655","56/18860",0.285714285714286,2.02959375840732,3.12321490548807,0.0035853359899552,0.0254000595744782,0.0185450070669115,"SASH1/EZH2/RAPGEF2/HMGA2/PDGFB/S100A12/PIK3R5/FGF18/MAP2K1/FLT1/FGF1/MAP3K10/RASGRP1/PDGFRB/TPD52L1/FGF2",16
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","16/2655","56/18860",0.285714285714286,2.02959375840732,3.12321490548807,0.0035853359899552,0.0254000595744782,0.0185450070669115,"KLF4/ETS1/PDGFB/WT1/SREBF2/GATA2/BMP2/IL6/SPI1/FOS/ATOH8/TP53/PPARG/MYCN/FGF2/EGR1",16
"GO:0010893","GO:0010893","positive regulation of steroid biosynthetic process","12/2655","37/18860",0.324324324324324,2.30386318521912,3.213331558615,0.00358584255044666,0.0254000595744782,0.0185450070669115,"INSIG1/GPR146/ABCG1/SREBF2/MAPK1/STARD4/PCK1/GNAI1/DAB2/FGF1/QKI/BMP6",12
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","12/2655","37/18860",0.324324324324324,2.30386318521912,3.213331558615,0.00358584255044666,0.0254000595744782,0.0185450070669115,"SPTBN1/CD83/STAT5B/VTCN1/IL1B/RPS3/PTPRC/CD4/PLCG2/PDE4B/SASH3/CCR2",12
"GO:0051385","GO:0051385","response to mineralocorticoid","12/2655","37/18860",0.324324324324324,2.30386318521912,3.213331558615,0.00358584255044666,0.0254000595744782,0.0185450070669115,"CALM3/FOSB/FOS/EDN1/PTPRC/SGK1/CYBB/PRKCA/SCNN1B/HCN2/NTRK3/SCNN1G",12
"GO:2000352","GO:2000352","negative regulation of endothelial cell apoptotic process","12/2655","37/18860",0.324324324324324,2.30386318521912,3.213331558615,0.00358584255044666,0.0254000595744782,0.0185450070669115,"TEK/CDH5/RAMP2/ANGPT1/SEMA5A/GATA2/NDNF/KDR/TNFAIP3/ICAM1/FGB/SCG2",12
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","18/2655","66/18860",0.272727272727273,1.93733949666153,3.08763779986227,0.00362065182505869,0.0255311046360309,0.0186406852516596,"AGER/HSPB1/JAK2/HK1/TLR4/CD36/IL6/P2RX7/LILRA5/TLR8/F2RL1/AIM2/CASP1/LPL/NLRP1/TYROBP/EGR1/NLRP2",18
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","18/2655","66/18860",0.272727272727273,1.93733949666153,3.08763779986227,0.00362065182505869,0.0255311046360309,0.0186406852516596,"RAPGEF2/PAFAH1B1/MAPRE3/YWHAH/EPHB2/PPP3CA/HECW2/KNDC1/OBSL1/TBC1D24/DBN1/NEDD4L/RAP2A/EPHA4/LZTS1/TRPC6/TNIK/SEMA4D",18
"GO:0051051","GO:0051051","negative regulation of transport","87/2655","468/18860",0.185897435897436,1.32053696460476,2.84219350494491,0.00362120957936385,0.0255311046360309,0.0186406852516596,"CRY2/PRKCE/PPM1F/FOXF1/CAV1/NMU/PTK2B/CLDN3/PRKCB/INPP5K/ATP1A2/INSIG1/SIRPA/CALM1/HMGCR/DYSF/SPINK1/PPP3CB/ANK3/CYP51A1/ANGPT1/PID1/DDX39A/PTPRM/TBC1D4/PROM2/SNCA/SREBF2/PPP3CA/LRRK2/LYPLA1/CALM3/CD300LF/CD36/HES1/IL1B/DLG4/GPM6B/GPR35/GNAI1/SPI1/PPP3R1/SESTD1/FRMD4A/INHA/NCKAP1L/ACSL4/GNAO1/ABAT/INHBB/ADRA2C/PXK/EDN1/SYT11/FERMT1/GABRE/ATP9A/NFKBIA/F2RL1/UCP2/REST/RAB11FIP1/GNAZ/CAMK2D/NEDD4L/TNFRSF1B/ABCA2/MCTP1/DRD4/OSR1/RGS4/THBS1/TLR2/MAP1B/PKIA/LILRB2/MMP9/BIN1/NMB/VSNL1/ADTRP/CEACAM1/APOD/CCR2/LRRTM1/PLN/PCSK9",87
"GO:0043030","GO:0043030","regulation of macrophage activation","17/2655","61/18860",0.278688524590164,1.97968571516779,3.10206857704721,0.00362493902544486,0.0255311046360309,0.0186406852516596,"HSPD1/PJA2/LDLR/IL33/CX3CL1/SNCA/LRRK2/TLR4/IL1RL1/IL6/MYO18A/PTPRC/SYT11/VSIG4/THBS1/CST7/PLA2G4A",17
"GO:0060350","GO:0060350","endochondral bone morphogenesis","17/2655","61/18860",0.278688524590164,1.97968571516779,3.10206857704721,0.00362493902544486,0.0255311046360309,0.0186406852516596,"BMPR2/MEF2C/POC1A/TGFBR2/COL1A1/TSKU/THBS3/SERPINH1/FGF18/RARG/FGFR3/TMEM119/GALNT3/BMP6/CSGALNACT1/COMP/PHOSPHO1",17
"GO:0045542","GO:0045542","positive regulation of cholesterol biosynthetic process","9/2655","24/18860",0.375,2.6638418079096,3.30134101898596,0.00378941830272271,0.0266290415422623,0.0194423072961033,"INSIG1/GPR146/ABCG1/SREBF2/MAPK1/PCK1/GNAI1/FGF1/QKI",9
"GO:0106120","GO:0106120","positive regulation of sterol biosynthetic process","9/2655","24/18860",0.375,2.6638418079096,3.30134101898596,0.00378941830272271,0.0266290415422623,0.0194423072961033,"INSIG1/GPR146/ABCG1/SREBF2/MAPK1/PCK1/GNAI1/FGF1/QKI",9
"GO:0015833","GO:0015833","peptide transport","58/2655","292/18860",0.198630136986301,1.41098470190646,2.8648480601271,0.00380967511501018,0.0267410717585879,0.0195241024252593,"PRKCE/SOX4/NMU/PRKCB/PAX8/SLC25A39/SIDT2/HMGA2/PPP3CB/RAPGEF4/RBP4/EXOC3L1/JAK2/ITPR1/RAB8B/ALOX5/CAMK2G/IL1B/IL6/SLC15A2/GNAI1/PFKFB2/DISP1/SLC26A6/BAIAP3/PTPRN2/MMP7/ACSL4/GNAO1/ABAT/INHBB/ADRA2C/EDN1/C2CD2L/CDK16/SLC15A3/F2RL1/UCP2/REST/GNAZ/CHD7/RAB3A/SLC9B2/OXCT1/SLC25A22/ADCY5/GAL/AQP1/PRKCA/VSNL1/FGB/VGF/STX1A/GPR27/CA2/FOXA2/SNAP25/CPLX1",58
"GO:0030174","GO:0030174","regulation of DNA-templated DNA replication initiation","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"MCM2/CDT1/GMNN/MCM4/MCM7/MCM6/CDK2",7
"GO:0030397","GO:0030397","membrane disassembly","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"PLK1/CDK1/PRKCB/PAFAH1B1/CHEK1/DCTN1/PRKCA",7
"GO:0034309","GO:0034309","primary alcohol biosynthetic process","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"DKK3/BMP2/DAB2/REST/BMP6/CLCN2/BMP5",7
"GO:0038065","GO:0038065","collagen-activated signaling pathway","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"OSCAR/JAK2/COL1A1/UBASH3B/DDR2/COL4A3/ITGA11",7
"GO:0060413","GO:0060413","atrial septum morphogenesis","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"SOX4/BMPR2/SMO/TBX5/GJA5/HEY2/ZFPM1",7
"GO:0090030","GO:0090030","regulation of steroid hormone biosynthetic process","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"DKK3/BMP2/DAB2/REST/BMP6/CLCN2/BMP5",7
"GO:1903236","GO:1903236","regulation of leukocyte tethering or rolling","7/2655","16/18860",0.4375,3.10781544256121,3.41407534106248,0.00386924880225311,0.0269456225577132,0.0196734483747914,"SELE/SELP/CXCL12/CCL28/ITGA4/CCL21/CCR2",7
"GO:0060419","GO:0060419","heart growth","25/2655","103/18860",0.242718446601942,1.72416945495767,2.9829378235467,0.00390480553384879,0.027162721323002,0.0198319558036694,"CCNB1/S1PR1/CDK1/HEG1/MEF2C/MIR25/NDRG4/RBP4/WT1/MYH10/ACACB/TGFBR3/MAPK11/EDN1/TBX5/SORBS2/HEY2/MEIS1/WNT2/RGS4/MESP1/FGF2/BASP1/PI16/COL14A1",25
"GO:0060391","GO:0060391","positive regulation of SMAD protein signal transduction","13/2655","42/18860",0.30952380952381,2.19872657160793,3.14793039255768,0.00391627325937448,0.0272119525354294,0.0198679003328427,"TTK/BMPR2/ACVRL1/ENG/TGFBR2/JAK2/TGFBR3/BMP2/DAB2/ATOH8/BMP6/BMP7/BMP5",13
"GO:0030183","GO:0030183","B cell differentiation","33/2655","147/18860",0.224489795918367,1.59468081017718,2.9297998894892,0.00393576176263748,0.027283611094292,0.0199202194416469,"EZH2/PTK2B/ITM2A/STAT5B/HMGB3/IL4I1/CYLD/PLCL2/TCF3/CLCF1/PIK3R1/CFB/LYL1/DOCK11/BAK1/IL6/SPI1/BTK/KLF6/NFAM1/IRF8/INHA/NCKAP1L/DOCK10/PTPRC/TP53/NFKBIZ/PLCG2/MFNG/CMTM7/LAPTM5/ITGA4/SFRP1",33
"GO:0001946","GO:0001946","lymphangiogenesis","8/2655","20/18860",0.4,2.84143126177024,3.33500996350486,0.00395740018937859,0.027283611094292,0.0199202194416469,"CCBE1/CLEC14A/TIE1/BMPR2/ACVRL1/PPP3CB/FLT4/VASH1",8
"GO:0015810","GO:0015810","aspartate transmembrane transport","8/2655","20/18860",0.4,2.84143126177024,3.33500996350486,0.00395740018937859,0.027283611094292,0.0199202194416469,"LRRC8C/SLC1A1/SLC25A13/LRRC8B/UCP2/SLC25A22/SLC1A3/SLC25A18",8
"GO:0042053","GO:0042053","regulation of dopamine metabolic process","8/2655","20/18860",0.4,2.84143126177024,3.33500996350486,0.00395740018937859,0.027283611094292,0.0199202194416469,"ALDH2/SNCA/NT5DC2/ABAT/ITGAM/DRD4/NR4A2/GPR37",8
"GO:0051546","GO:0051546","keratinocyte migration","8/2655","20/18860",0.4,2.84143126177024,3.33500996350486,0.00395740018937859,0.027283611094292,0.0199202194416469,"IQSEC1/HBEGF/MAPRE2/FERMT1/EPPK1/MMP9/KRT16/FGF7",8
"GO:0150118","GO:0150118","negative regulation of cell-substrate junction organization","8/2655","20/18860",0.4,2.84143126177024,3.33500996350486,0.00395740018937859,0.027283611094292,0.0199202194416469,"DLC1/ACVRL1/RCC2/CLASP2/FAM107A/THBS1/PHLDB2/APOD",8
"GO:1902307","GO:1902307","positive regulation of sodium ion transmembrane transport","8/2655","20/18860",0.4,2.84143126177024,3.33500996350486,0.00395740018937859,0.027283611094292,0.0199202194416469,"SCN1B/FGF13/FXYD6/FXYD1/ATP1B2/TESC/FXYD4/FXYD7",8
"GO:0042471","GO:0042471","ear morphogenesis","31/2655","136/18860",0.227941176470588,1.61919796167054,2.93336922453066,0.00400543374368799,0.027584087048198,0.020139601946333,"ATP6V1B1/PAX8/INSIG1/CTHRC1/SIX4/TFAP2A/ITGA8/EPHB2/TBX3/SCRIB/NR4A3/WNT3A/MAPK1/SIX1/GATA2/RPL38/EDNRA/EDN1/VANGL2/REST/CHD7/SIX2/TWIST1/ZEB1/COL11A1/OSR1/FZD2/MSX1/OSR2/SOBP/HPN",31
"GO:1902414","GO:1902414","protein localization to cell junction","29/2655","125/18860",0.232,1.64803013182674,2.94232358538542,0.00403234139209168,0.0277385704197383,0.0202523928320604,"KIF2C/CDH5/CGNL1/HEG1/ARHGAP44/PECAM1/CACNA2D2/HSPB1/EPB41L3/DSP/KIF3A/MAP1A/SCRIB/JAM3/LSR/DLG4/MAPK9/MARVELD3/MAP2K1/DSG2/ZDHHC12/MAPK8IP3/OLFM1/IQSEC2/KIF5A/KIF5C/NPTX1/LRRTM1/CPLX1",29
"GO:0035148","GO:0035148","tube formation","34/2655","153/18860",0.222222222222222,1.57857292320569,2.90849835622604,0.00410603657069115,0.0281257000386975,0.020535042622639,"PAX8/DLC1/ZEB2/LUZP1/CTHRC1/SIX4/MMRN2/STIL/PRICKLE1/SCRIB/PRKACB/RPS7/COBL/SIX1/WNT6/KIF20B/OVOL2/RARG/ATOH8/VANGL2/ST14/SPINT2/TWIST1/OSR1/BMP7/SPINT1/FGF2/TGM2/SFRP1/IRX2/LRP2/BMP5/GREM1/LHX2",34
"GO:0035115","GO:0035115","embryonic forelimb morphogenesis","11/2655","33/18860",0.333333333333333,2.36785938480854,3.18328071609278,0.00411584542353963,0.0281257000386975,0.020535042622639,"CRABP2/RSPO2/RECK/TFAP2A/TBX3/HOXD9/TBX5/TWIST1/OSR1/MSX1/OSR2",11
"GO:0035767","GO:0035767","endothelial cell chemotaxis","11/2655","33/18860",0.333333333333333,2.36785938480854,3.18328071609278,0.00411584542353963,0.0281257000386975,0.020535042622639,"HSPB1/GAB1/SEMA5A/FGF18/NR4A1/FGF1/KDR/EGR3/THBS1/FGF2/CXCL13",11
"GO:0060325","GO:0060325","face morphogenesis","11/2655","33/18860",0.333333333333333,2.36785938480854,3.18328071609278,0.00411584542353963,0.0281257000386975,0.020535042622639,"CSRNP1/SGPL1/STRA6/PRICKLE1/CLDN5/COL1A1/CRISPLD2/LEF1/TIPARP/CRISPLD1/MSX1",11
"GO:2000108","GO:2000108","positive regulation of leukocyte apoptotic process","11/2655","33/18860",0.333333333333333,2.36785938480854,3.18328071609278,0.00411584542353963,0.0281257000386975,0.020535042622639,"CDKN2A/RAPGEF2/MEF2C/PRELID1/NR4A3/P2RX7/TP53/ADAM8/PERP/HCAR2/CD274",11
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","11/2655","33/18860",0.333333333333333,2.36785938480854,3.18328071609278,0.00411584542353963,0.0281257000386975,0.020535042622639,"ADRB2/PTK2B/SHANK3/PRKCZ/GRIA1/DLG4/TBC1D24/NLGN3/PRKAR1B/RGS4/STX1A",11
